date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:57:47	13168/13168	---M--	200	added ('OK')	image/jpeg	etag:%2265701aba-3370%22	https://themewagon.github.io/fruitables/img/vegetable-item-4.jpg	C:/Users/Baku/Desktop/FruitableShopProject/themewagon.github.io/fruitables/img/vegetable-item-4.jpg	(from https://themewagon.github.io/fruitables/)
10:57:47	24201/24201	---M--	200	added ('OK')	image/jpeg	etag:%2265701aba-5e89%22	https://themewagon.github.io/fruitables/img/vegetable-item-5.jpg	C:/Users/Baku/Desktop/FruitableShopProject/themewagon.github.io/fruitables/img/vegetable-item-5.jpg	(from https://themewagon.github.io/fruitables/)
10:57:48	107781/107781	---M--	200	added ('OK')	image/png	etag:%2265701aba-1a505%22	https://themewagon.github.io/fruitables/img/baner-1.png	C:/Users/Baku/Desktop/FruitableShopProject/themewagon.github.io/fruitables/img/baner-1.png	(from https://themewagon.github.io/fruitables/)
10:57:48	50060/50060	---M--	200	added ('OK')	image/jpeg	etag:%2265701aba-c38c%22	https://themewagon.github.io/fruitables/img/best-product-1.jpg	C:/Users/Baku/Desktop/FruitableShopProject/themewagon.github.io/fruitables/img/best-product-1.jpg	(from https://themewagon.github.io/fruitables/)
10:57:48	60058/60058	---M--	200	added ('OK')	image/jpeg	etag:%2265701aba-ea9a%22	https://themewagon.github.io/fruitables/img/best-product-2.jpg	C:/Users/Baku/Desktop/FruitableShopProject/themewagon.github.io/fruitables/img/best-product-2.jpg	(from https://themewagon.github.io/fruitables/)
10:57:48	31701/31701	---M--	200	added ('OK')	image/jpeg	etag:%2265701aba-7bd5%22	https://themewagon.github.io/fruitables/img/best-product-3.jpg	C:/Users/Baku/Desktop/FruitableShopProject/themewagon.github.io/fruitables/img/best-product-3.jpg	(from https://themewagon.github.io/fruitables/)
10:57:48	46547/46547	---M--	200	added ('OK')	image/jpeg	etag:%2265701aba-b5d3%22	https://themewagon.github.io/fruitables/img/best-product-4.jpg	C:/Users/Baku/Desktop/FruitableShopProject/themewagon.github.io/fruitables/img/best-product-4.jpg	(from https://themewagon.github.io/fruitables/)
10:57:49	30441/30441	---M--	200	added ('OK')	image/jpeg	etag:%2265701aba-76e9%22	https://themewagon.github.io/fruitables/img/best-product-5.jpg	C:/Users/Baku/Desktop/FruitableShopProject/themewagon.github.io/fruitables/img/best-product-5.jpg	(from https://themewagon.github.io/fruitables/)
10:57:49	39945/39945	---M--	200	added ('OK')	image/jpeg	etag:%2265701aba-9c09%22	https://themewagon.github.io/fruitables/img/best-product-6.jpg	C:/Users/Baku/Desktop/FruitableShopProject/themewagon.github.io/fruitables/img/best-product-6.jpg	(from https://themewagon.github.io/fruitables/)
10:57:49	3781/3781	---M--	200	added ('OK')	image/jpeg	etag:%2265701aba-ec5%22	https://themewagon.github.io/fruitables/img/testimonial-1.jpg	C:/Users/Baku/Desktop/FruitableShopProject/themewagon.github.io/fruitables/img/testimonial-1.jpg	(from https://themewagon.github.io/fruitables/)
10:57:49	3686/3686	---M--	200	added ('OK')	image/png	etag:%2265701aba-e66%22	https://themewagon.github.io/fruitables/img/payment.png	C:/Users/Baku/Desktop/FruitableShopProject/themewagon.github.io/fruitables/img/payment.png	(from https://themewagon.github.io/fruitables/)
10:57:50	89795/89795	---M--	200	added ('OK')	text/javascript	date:Tue,%2004%20Apr%202023%2003:27:01%20GMT	https://ajax.googleapis.com/ajax/libs/jquery/3.6.4/jquery.min.js	C:/Users/Baku/Desktop/FruitableShopProject/ajax.googleapis.com/ajax/libs/jquery/3.6.4/jquery.min.js	(from https://themewagon.github.io/fruitables/)
10:57:50	79665/79665	---M-Z	200	added ('OK')	application/javascript	etag:W/%2213731-2JYXAt9UqpcPHzAIfI0LH2lnx4Q%22	https://cdn.jsdelivr.net/npm/bootstrap@5.0.0/dist/js/bootstrap.bundle.min.js	C:/Users/Baku/Desktop/FruitableShopProject/cdn.jsdelivr.net/npm/bootstrap@5.0.0/dist/js/bootstrap.bundle.min.js	(from https://themewagon.github.io/fruitables/)
10:57:51	2303/2303	---M-Z	200	added ('OK')	application/javascript	etag:W/%2265701aba-8ff%22	https://themewagon.github.io/fruitables/lib/easing/easing.min.js	C:/Users/Baku/Desktop/FruitableShopProject/themewagon.github.io/fruitables/lib/easing/easing.min.js	(from https://themewagon.github.io/fruitables/)
10:57:51	9028/9028	---M-Z	200	added ('OK')	application/javascript	etag:W/%2265701aba-2344%22	https://themewagon.github.io/fruitables/lib/waypoints/waypoints.min.js	C:/Users/Baku/Desktop/FruitableShopProject/themewagon.github.io/fruitables/lib/waypoints/waypoints.min.js	(from https://themewagon.github.io/fruitables/)
10:57:51	9754/9754	---M-Z	200	added ('OK')	application/javascript	etag:W/%2265701aba-261a%22	https://themewagon.github.io/fruitables/lib/lightbox/js/lightbox.min.js	C:/Users/Baku/Desktop/FruitableShopProject/themewagon.github.io/fruitables/lib/lightbox/js/lightbox.min.js	(from https://themewagon.github.io/fruitables/)
10:57:51	42766/42766	---M-Z	200	added ('OK')	application/javascript	etag:W/%2265701aba-a70e%22	https://themewagon.github.io/fruitables/lib/owlcarousel/owl.carousel.min.js	C:/Users/Baku/Desktop/FruitableShopProject/themewagon.github.io/fruitables/lib/owlcarousel/owl.carousel.min.js	(from https://themewagon.github.io/fruitables/)
10:57:52	3767/3767	---M-Z	200	added ('OK')	application/javascript	etag:W/%2265701aba-eb7%22	https://themewagon.github.io/fruitables/js/main.js	C:/Users/Baku/Desktop/FruitableShopProject/themewagon.github.io/fruitables/js/main.js	(from https://themewagon.github.io/fruitables/)
10:57:52	85120/85120	---M--	200	added ('OK')	font/woff2	etag:W/%2214c80-7RZ9M14uDLAKgvLXNn8Fy01lV88%22	https://cdn.jsdelivr.net/npm/bootstrap-icons@1.4.1/font/fonts/bootstrap-icons.woff2?231ce25e89ab5804f9a6c427b8d325c9	C:/Users/Baku/Desktop/FruitableShopProject/cdn.jsdelivr.net/npm/bootstrap-icons@1.4.1/font/fonts/bootstrap-iconsfb95.woff2	(from https://cdn.jsdelivr.net/npm/bootstrap-icons@1.4.1/font/bootstrap-icons.css)
10:57:53	113532/113532	---M--	200	added ('OK')	font/woff	etag:W/%221bb7c-47yt78jTFi+euyu4fJGbVQNZ9TA%22	https://cdn.jsdelivr.net/npm/bootstrap-icons@1.4.1/font/fonts/bootstrap-icons.woff?231ce25e89ab5804f9a6c427b8d325c9	C:/Users/Baku/Desktop/FruitableShopProject/cdn.jsdelivr.net/npm/bootstrap-icons@1.4.1/font/fonts/bootstrap-iconsfb95.woff	(from https://cdn.jsdelivr.net/npm/bootstrap-icons@1.4.1/font/bootstrap-icons.css)
10:57:53	8476/8476	---M--	200	added ('OK')	image/gif	etag:%2265701aba-211c%22	https://themewagon.github.io/fruitables/lib/lightbox/images/loading.gif	C:/Users/Baku/Desktop/FruitableShopProject/themewagon.github.io/fruitables/lib/lightbox/images/loading.gif	(from https://themewagon.github.io/fruitables/lib/lightbox/css/lightbox.min.css)
10:57:53	4976/4976	---M--	200	added ('OK')	image/png	etag:%2265701aba-1370%22	https://themewagon.github.io/fruitables/lib/owlcarousel/assets/owl.video.play.png	C:/Users/Baku/Desktop/FruitableShopProject/themewagon.github.io/fruitables/lib/owlcarousel/assets/owl.video.play.png	(from https://themewagon.github.io/fruitables/lib/owlcarousel/assets/owl.carousel.min.css)
10:57:54	21465/21465	---M--	200	added ('OK')	image/jpeg	etag:%2265701aba-53d9%22	https://themewagon.github.io/fruitables/img/hero-img.jpg	C:/Users/Baku/Desktop/FruitableShopProject/themewagon.github.io/fruitables/img/hero-img.jpg	(from https://themewagon.github.io/fruitables/css/style.css)
10:57:54	37306/37306	---M--	200	added ('OK')	image/jpeg	etag:%2265701aba-91ba%22	https://themewagon.github.io/fruitables/img/cart-page-header-img.jpg	C:/Users/Baku/Desktop/FruitableShopProject/themewagon.github.io/fruitables/img/cart-page-header-img.jpg	(from https://themewagon.github.io/fruitables/css/style.css)
10:57:54	53580/53580	---M--	200	added ('OK')	image/jpeg	etag:%2265701aba-d14c%22	https://themewagon.github.io/fruitables/img/banner-fruits.jpg	C:/Users/Baku/Desktop/FruitableShopProject/themewagon.github.io/fruitables/img/banner-fruits.jpg	(from https://themewagon.github.io/fruitables/shop.html)
10:57:55	148679/148679	---M--	200	added ('OK')	image/jpeg	etag:%2265701aba-244c7%22	https://themewagon.github.io/fruitables/img/single-item.jpg	C:/Users/Baku/Desktop/FruitableShopProject/themewagon.github.io/fruitables/img/single-item.jpg	(from https://themewagon.github.io/fruitables/shop-detail.html)
10:57:55	1249/1249	---M--	200	added ('OK')	image/jpeg	etag:%2265701aba-4e1%22	https://themewagon.github.io/fruitables/img/avatar.jpg	C:/Users/Baku/Desktop/FruitableShopProject/themewagon.github.io/fruitables/img/avatar.jpg	(from https://themewagon.github.io/fruitables/shop-detail.html)
10:57:55	44875/44875	---M--	200	added ('OK')	image/jpeg	etag:%2265701aba-af4b%22	https://themewagon.github.io/fruitables/img/vegetable-item-2.jpg	C:/Users/Baku/Desktop/FruitableShopProject/themewagon.github.io/fruitables/img/vegetable-item-2.jpg	(from https://themewagon.github.io/fruitables/cart.html)
10:57:55	58/58	---M--	400	error ('Bad%20Request')	text/plain	etag:W/%223a-taO9i3TG0dz45Oeau8VRWJD4Xi8%22	https://cdn.jsdelivr.net/robots.txt		(from https://cdn.jsdelivr.net/npm/bootstrap-icons@1.4.1/font/bootstrap-icons.css)
